Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Association of ICP, CPP, CT findings and S-100B and NSE in severe traumatic head injury. Prognostic value of the biomarkers.","Olivecrona, Zandra; Bobinski, Lukas; Koskinen, Lars-Owe D","OBJECTIVE: The association was studied of intracranial pressure (ICP) and cerebral perfusion pressure (CPP) on S-100B and neuron-specific enolase (NSE) in severe traumatic brain injury (sTBI). The relationship was explored between biomarkers, ICP, CPP, CT-scan classifications and the clinical outcome., MATERIALS AND METHODS: Data were collected prospectively and consecutively in 48 patients with Glasgow Coma Scale score <= 8, age 15-70 years. NSE and S-100B were analysed during 5 consecutive days. The initial and follow-up CT-scans were classified according to the Marshall, Rotterdam and Morris-Marshall classifications. Outcome was evaluated with extended Glasgow outcome scale at 3 months., RESULTS: Maximal ICP and minimal CPP correlated with S-100B and NSE levels. Complex relations between biomarkers and CT classifications were observed. S-100B bulk release (AUC = 0.8333, p = 0.0009), and NSE at 72 hours (AUC = 0.8476, p = 0.0045) had the highest prediction power of mortality. Combining Morris-Marshall score and S-100B bulk release improved the prediction of clinical outcome (AUC = 0.8929, p = 0.0008)., CONCLUSION: Biomarker levels are associated with ICP and CPP and reflect different aspects of brain injury as evaluated by CT-scan. The biomarkers might predict mortality. There are several pitfalls influencing the interpretation of biomarker data in respect to ICP, CPP, CT-findings and clinical outcome.",2015,/,Brain injury,29,4,446-54,,https://dx.doi.org/10.3109/02699052.2014.989403,25518864,#7373,Olivecrona 2015,,yes
Distribution and characteristics of severe traumatic brain injury at Mulago National Referral Hospital in Uganda.,"Tran, Tu M; Fuller, Anthony T; Kiryabwire, Joel; Mukasa, John; Muhumuza, Michael; Ssenyojo, Hussein; Haglund, Michael M","OBJECTIVE: Road traffic accidents are a leading cause of injury in low- and middle-income countries, where mortality rates are disproportionately higher. Patients with severe traumatic brain injury (TBI) tend to have very poor outcomes. To reduce the burden from severe TBI, we describe its distribution at Mulago National Referral Hospital (Kampala, Uganda) and identify the associations between outcomes and patient characteristics, offering insights into prevention and future research efforts to improve clinical care., METHODS: This is a single-institution, retrospective chart review including patients of all ages with a Glasgow Coma Scale (GCS) score of 8 or less (measured upon admission). A database was compiled to maximize all available clinical variables. Descriptive statistics and univariable and multivariable regression models were fitted to identify significant associations with outcome (died or discharged)., RESULTS: One hundred twenty patients were identified between July 1, 2008, and June 30, 2009. The cumulative incidence of admissions is 89 per 100,000. Thirty-one patients died in the hospital, yielding a 25.8% mortality rate. Motorcycle road traffic accident was the leading mechanism of injury, and males ages 15-29 years comprised the predominant demographic (42.5% of patients). Initial GCS, change in GCS score during hospital stay, and the presence of hematoma were strongest predictors of outcome., CONCLUSIONS: Severe TBI was a common condition for injury-related hospital admissions at Mulago Hospital. The capacity for neurosurgery may have explained the relatively lower mortality rate than previously reported from Sub-Saharan Africa. Further investigations are needed. Targeted prevention programs focused on motorcycle users and helmet law enforcement should decrease the incidence of severe TBI. Copyright Â© 2015. Published by Elsevier Inc.",2015,/,World neurosurgery,83,3,269-77,,https://dx.doi.org/10.1016/j.wneu.2014.12.028,25529531,#7369,Tran 2015,,yes
"Acute CSF interleukin-6 trajectories after TBI: associations with neuroinflammation, polytrauma, and outcome.","Kumar, R G; Diamond, M L; Boles, J A; Berger, R P; Tisherman, S A; Kochanek, P M; Wagner, A K","Traumatic brain injury (TBI) results in a significant inflammatory burden that perpetuates the production of inflammatory mediators and biomarkers. Interleukin-6 (IL-6) is a pro-inflammatory cytokine known to be elevated after trauma, and a major contributor to the inflammatory response following TBI. Previous studies have investigated associations between IL-6 and outcome following TBI, but to date, studies have been inconsistent in their conclusions. We hypothesized that cohort heterogeneity, temporal inflammatory profiles, and concurrent inflammatory marker associations are critical to characterize when targeting subpopulations for anti-inflammatory therapies. Toward this objective, we used serial cerebrospinal fluid (CSF) samples to generate temporal acute IL-6 trajectory (TRAJ) profiles in a prospective cohort of adults with severe TBI (n=114). We examined the impact of injury type on IL-6 profiles, and how IL-6 profiles impact sub-acute (2weeks-3months) serum inflammatory marker load and long-term global outcome 6-12months post-injury. There were two distinct acute CSF IL-6 profiles, a high and low TRAJ group. Individuals in the high TRAJ had increased odds of unfavorable Glasgow Outcome Scale (GOS) scores at 6months (adjusted OR=3.436, 95% CI: 1.259, 9.380). Individuals in the high TRAJ also had higher mean acute CSF inflammatory load compared to individuals in the low TRAJ (p0.05). The two groups did not differ with respect acute serum profiles; however, individuals in the high CSF IL-6 TRAJ also had higher mean sub-acute serum IL-1beta and IL-6 levels compared with the low TRAJ group (p0.05). Lastly, injury type (isolated TBI vs. TBI+polytrauma) was associated with IL-6 TRAJ group (chi(2)=5.31, p=0.02). Specifically, there was 70% concordance between those with TBI+polytrauma and the low TRAJ; in contrast, isolated TBI was similarly distributed between TRAJ groups. These data provide evidence that sustained, elevated levels of CSF IL-6 are associated with an increased inflammatory load, and these increases are associated with increased odds for unfavorable global outcomes in the first year following TBI. Future studies should explore additional factors contributing to IL-6 elevations, and therapies to mitigate its detrimental effects on outcome. Copyright Â© 2014 Elsevier Inc. All rights reserved.",2015,/,"Brain, behavior, and immunity",45,"bbi, 8800478",253-62,,https://dx.doi.org/10.1016/j.bbi.2014.12.021,25555531,#7360,Kumar 2015,,yes
Identifying posttraumatic amnesia in individuals with a Glasgow Coma Scale of 15 after mild traumatic brain injury.,"Meares, Susanne; Shores, E Arthur; Smyth, Tracy; Batchelor, Jennifer; Murphy, Margaret; Vukasovic, Matthew","OBJECTIVE: To examine the utility of the Abbreviated Westmead Post-traumatic Amnesia Scale, which includes the Glasgow Coma Scale (GCS) and 3 picture cards used to measure amnesia, in identifying the presence or absence of posttraumatic amnesia in individuals with mild traumatic brain injury (mTBI)., DESIGN: Prospective study using data from the Abbreviated Westmead Post-traumatic Amnesia Scale., SETTING: Trauma hospital., PARTICIPANTS: Individuals with possible mTBI who presented between April and September 2011 (N=252; age range, 18-65y; mean age, 37.4+/-13.9y; 77% men)., INTERVENTION: Administration of the Abbreviated Westmead Post-traumatic Amnesia Scale., MAIN OUTCOME MEASURES: GCS and Abbreviated Westmead Post-traumatic Amnesia Scale pass/fail rates., RESULTS: Of the individuals, 169 (mean age, 35.1+/-13.6y; 77% men) received the scale. A pass/fail performance was achieved a median 121 minutes (interquartile range, 89-205min) after triage. Of the 45 who failed, 31 (69%) had a GCS score of 15. The likelihood of failing was associated with being older (odds ratio [OR], 1.03; 95% confidence interval [CI], 1.02-1.06; P<.05), having consumed alcohol (OR, 3.09; 95% CI, 1.42-6.74; P<.01), and the scale being administered closer to the time of the injury (OR, 0.99; 95% CI, 0.99-1.00; P<.05). Nineteen (42%) of those who failed had consumed alcohol, 11 had a GCS score of 15, and 8 had a GCS score of 14., CONCLUSIONS: A GCS score of 15 does not always signify return to normative cognitive function. Individuals with a GCS score of 15 who are acutely cognitively impaired are at risk of not being accurately identified. The addition of an amnesia score to the GCS in the Abbreviated Westmead Post-traumatic Amnesia Scale will assist in making a diagnosis of mTBI. Copyright Â© 2015 American Congress of Rehabilitation Medicine. Published by Elsevier Inc. All rights reserved.",2015,/,Archives of physical medicine and rehabilitation,96,5,956-9,,https://dx.doi.org/10.1016/j.apmr.2014.12.014,25576643,#7356,Meares 2015,,yes
Traumatic brain injury in the elderly: A level 1 trauma centre study.,"de Guise, Elaine; LeBlanc, Joanne; Dagher, Jehane; Tinawi, Simon; Lamoureux, Julie; Marcoux, Judith; Maleki, Mohammed; Feyz, Mitra","OBJECTIVE: To explore the characteristics and outcome of patients with TBI over 65 years old admitted to an acute care Level 1 Trauma centre in Montreal, Canada., METHODS: Data were retrospectively collected on patients (n = 1812) who were admitted post-TBI to the McGill University Health Centre-Montreal General Hospital from 2000-2011. The cohort was composed of four groups over 65 years old (65-75; 76-85; 86-95; and 96 and more). Outcome measures used were the extended Glasgow Outcome Scale (GOSE) as well as discharge destination., RESULTS: As the patients got older, the odds of having a poor outcome increased (OR = 2.344 for those 75-85 years old, 4.313 for those 86-95 years of age and 3.465 for those aged 96 years of age or older). Also, the proportion of patients going home or going home with out-patient rehabilitation decreased as age increased (p = 0.001 and p < 0.001, respectively). In contrast, the proportion of patients being discharged to long-term care facilities increased significantly as age increased (p < 0.001)., CONCLUSION: This descriptive study provides a better understanding of characteristics and outcome of different age groups of patients with TBI all over 65 years old in Montreal, Canada.",2015,/,Brain injury,29,5,558-64,,https://dx.doi.org/10.3109/02699052.2014.976593,25625679,#7346,deGuise 2015,,yes
Predicting long-term outcome after traumatic brain injury using repeated measurements of Glasgow Coma Scale and data mining methods.,"Lu, Hsueh-Yi; Li, Tzu-Chi; Tu, Yong-Kwang; Tsai, Jui-Chang; Lai, Hong-Shiee; Kuo, Lu-Ting","Previous studies have identified some clinical parameters for predicting long-term functional recovery and mortality after traumatic brain injury (TBI). Here, data mining methods were combined with serial Glasgow Coma Scale (GCS) scores and clinical and laboratory parameters to predict 6-month functional outcome and mortality in patients with TBI. Data of consecutive adult patients presenting at a trauma center with moderate-to-severe head injury were retrospectively analyzed. Clinical parameters including serial GCS measurements at emergency department, 7th day, and 14th day and laboratory data were included for analysis (n = 115). We employed artificial neural network (ANN), naive Bayes (NB), decision tree, and logistic regression to predict mortality and functional outcomes at 6 months after TBI. Favorable functional outcome was achieved by 34.8% of the patients, and overall 6-month mortality was 25.2%. For 6-month functional outcome prediction, ANN was the best model, with an area under the receiver operating characteristic curve (AUC) of 96.13%, sensitivity of 83.50%, and specificity of 89.73%. The best predictive model for mortality was NB with AUC of 91.14%, sensitivity of 81.17%, and specificity of 90.65%. Sensitivity analysis demonstrated GCS measurements on the 7th and 14th day and difference between emergency room and 14th day GCS score as the most influential attributes both in mortality and functional outcome prediction models. Analysis of serial GCS measurements using data mining methods provided additional predictive information in relation to 6-month mortality and functional outcome in patients with moderate-to-severe TBI.",2015,/,Journal of medical systems,39,2,14,,https://dx.doi.org/10.1007/s10916-014-0187-x,25637541,#7344,Lu 2015,,yes
Malnutrition as measured by albumin and prealbumin on admission is associated with poor outcomes after severe traumatic brain injury.,"Baltazar, Gerard A; Pate, Amy J; Panigrahi, Benita; LaBoy, Shannon; Prosniak, Roman; Mody, Armaiti; Chendrasekhar, Akella",,2015,/,The American surgeon,81,2,E61-3,,,25642858,#7342,Baltazar 2015,,yes
Outcomes in traumatic brain injury for patients presenting on antiplatelet therapy.,"Cull, John David; Sakai, Lauren M; Sabir, Imran; Johnson, Brent; Tully, Andrew; Nagy, Kimberly; Dennis, Andrew; Starr, Frederic L; Joseph, Kimberly; Wiley, Dorion; Moore, Henry R 3rd; Oliphant, Uretz J; Bokhari, Faran","An increasing number of patients are presenting to trauma units with head injuries on antiplatelet therapy (APT). The influence of APT on these patients is poorly defined. This study examines the outcomes of patients on APT presenting to the hospital with blunt head trauma (BHT). Registries of two Level I trauma centers were reviewed for patients older than 40 years of age from January 2008 to December 2011 with BHT. Patients on APT were compared with control subjects. Primary outcome measures were in-hospital mortality, intracranial hemorrhage (ICH), and need for neurosurgical intervention (NI). Hospital length of stay (LOS) was a secondary outcome measure. Multivariate analysis was used and adjusted models included antiplatelet status, age, Injury Severity Score (ISS), and Glasgow coma scale (GCS). Patients meeting inclusion criteria and having complete data (n = 1547) were included in the analysis; 422 (27%) patients were taking APT. Rates of ICH, NI, and in-hospital mortality of patients with BHT in our study were 45.4, 3.1, and 5.8 per cent, respectively. Controlling for age, ISS, and GCS, there was no significant difference in ICH (odds ratio [OR], 0.84; 95% confidence interval [CI], 0.61 to 1.16), NI (OR, 1.26; 95% CI, 0.60 to 2.67), or mortality (OR, 1.79; 95% CI, 0.89 to 3.59) associated with APT. Subgroup analysis revealed that patients with ISS 20 or greater on APT had increased in-hospital mortality (OR, 2.34; 95% CI, 1.03 to 5.31). LOS greater than 14 days was more likely in the APT group than those in the non-APT group (OR, 1.85; 95% CI, 1.09 to 3.12). The effects of antiplatelet therapy in patients with BHT aged 40 years and older showed no difference in ICH, NI, and in-hospital mortality.",2015,/,The American surgeon,81,2,128-32,,,25642873,#7341,Cull 2015,,yes
Side of pupillary mydriasis predicts the cognitive prognosis in patients with severe traumatic brain injury.,"DE Souza, R L; Thais, M E; Cavallazzi, G; Paim Diaz, A; Schwarzbold, M L; Nau, A L; Rodrigues, G M; Souza, D S; Hohl, A; Walz, R","BACKGROUND: Pupils' abnormalities are associated to bad prognosis in traumatic brain injury. We investigated the association between the side of pupil mydriasis and the long-term cognitive performance of patients with severe traumatic brain injury (TBI)., METHODS: We analyzed the cognitive performance of patients admitted at the intensive care unit with isochoric pupils (IP, n = 28), left mydriasis (LM, n = 10), right mydriasis (RM, n = 9) evaluated in mean 2.5 years after the severe TBI and controls (n = 26) matched for age, sex and education level., RESULTS: Patients and controls had similar scores in the four WAIS-III investigated subtests. In comparison with controls, LM patients had lower scores in Letters and Category Fluency and IP patients in Category Fluency. Among the 10 evaluated memory tests, LM patients had lower scores than controls in eight, RM patients in two and IP in three memory tests. IP and RM were 3.5 to nine times more associated to significant impairment (cognitive scores under the percentile 10 of controls) in six of 16 investigated cognitive tests. LM was six to 15 times more associated to significant impairment in 10 of 16 cognitive tests. The association among the pupil abnormalities and cognitive performances remained significant after the multiple linear regression analysis controlling for age, gender, admission coma Glasgow scale and serum glucose, presence of associated trauma, and cranial computed tomography abnormalities., CONCLUSION: Side of admission pupil abnormalities may be a useful variable to improve prognostic models for long-term cognitive performance in severe TBI patients. Copyright Â© 2015 The Acta Anaesthesiologica Scandinavica Foundation. Published by John Wiley & Sons Ltd.",2015,/,Acta anaesthesiologica Scandinavica,59,3,392-405,,https://dx.doi.org/10.1111/aas.12447,25678229,#7326,DESouza 2015,,yes
Mortality following Traumatic Brain Injury Inpatient Rehabilitation.,"Spitz, Gershon; Downing, Marina G; McKenzie, Dean; Ponsford, Jennie L","The aim of this study was to examine the rate and causes of mortality following mild to severe traumatic brain injury (TBI) rehabilitation and to develop a multivariate prognostic model of mortality. We conducted a cohort study of 3341 individuals with mild to severe TBI followed-up from a post-acute inpatient rehabilitation center. Rate of death and survival between one and 26 years following injury were examined using standardized mortality ratios (SMRs) and prognostic models developed using Cox regression. A mortality rate of 9.3% was observed and an overall SMR of 1.04 (95% confidence interval [CI]=1.04-1.05). A statistically significant elevated SMR of 1.20 (95% CI=1.06-1.37) was observed for males, and both males and females had an elevated risk of death from external causes. Females also were found to have a significantly elevated SMR of 5.02 (95% CI=1.36-12.80) for intentional self-harm. Individuals ages 15-44 had a two-fold increase in mortality, compared with the general population. The multivariate Cox model indicated that increased risk of mortality was associated with older age, being male, being unemployed prior to injury, having a history of stroke, alcohol use, mental health issues, and back injury sustained in the accident. Premorbid lifestyle factors exerted a greater influence on mortality following TBI, compared with injury-related factors. This risk was especially prominent for younger individuals, who died primarily due to external causes. These findings highlight the need for interventions that address premorbid issues, such as substance abuse and mental health issues.",2015,/,Journal of neurotrauma,32,16,1272-80,,https://dx.doi.org/10.1089/neu.2014.3814,25706104,#7315,Spitz 2015,,yes
Acute Traumatic Brain Injury: Mortality in the Elderly.,"Herou, Erik; Romner, Bertil; Tomasevic, Gregor","OBJECTIVE: Despite recent progress, prognosis for the elderly (defined as aged >=70 years) afflicted by traumatic brain injury (TBI) is unfavorable and surgical intervention remains controversial. Research during the past decade on the mortality rates or prognostic factors for survival in the elderly is limited., METHODS: We analyzed 97 patients aged >=70 years who were treated surgically for closed TBI at our neurosurgical unit between January 1, 2003 and December 31, 2012. In addition, we analyzed 22 patients aged >=70 years who had sustained a closed TBI and on whom no neurosurgical intervention was performed. Outcome in both groups was measured as 30-, 90- and 180-day mortality., RESULTS: Surgically treated patients: median age, 76 years' 30-day overall mortality rate, 36%. Higher mortality was seen with lower level of consciousness, high energy trauma, one pupil fixed and dilated, and more extensive intracranial pathology. Presence of warfarin, more advanced age, or degree of midline shift were not associated with worsened outcome. Patients not treated neurosurgically: median age. 81.5 years; 30-day overall mortality rate, 23%. Mortality for patients with Glasgow coma scale (GCS) 10-15 was 6%, GCS 6-9 67%, and GCS 3-5 100%., CONCLUSIONS: Selected patients aged >=70 years can benefit from surgical intervention for closed TBI. Level of consciousness, radiologic type of injury, mechanism of injury, and pupil abnormalities should be carefully evaluated. There also seems to exist a group of patients in whom surgical intervention offers little benefit, as mortality rate is low without surgical intervention. Copyright Â© 2015 Elsevier Inc. All rights reserved.",2015,/,World neurosurgery,83,6,996-1001,,https://dx.doi.org/10.1016/j.wneu.2015.02.023,25731794,#7307,Herou 2015,,yes
Hospital-acquired pneumonia is an independent predictor of poor global outcome in severe traumatic brain injury up to 5 years after discharge.,"Kesinger, Matthew Ryan; Kumar, Raj G; Wagner, Amy K; Puyana, Juan Carlos; Peitzman, Andrew P; Billiar, Timothy R; Sperry, Jason L","BACKGROUND: Long-term outcomes following traumatic brain injury (TBI) correlate with initial head injury severity and other acute factors. Hospital-acquired pneumonia (HAP) is a common complication in TBI. Limited information exists regarding the significance of infectious complications on long-term outcomes after TBI. We sought to characterize risks associated with HAP on outcomes 5 years after TBI., METHODS: This study involved data from the merger of an institutional trauma registry and the Traumatic Brain Injury Model Systems outcome data. Individuals with severe head injuries (Abbreviated Injury Scale [AIS] score >= 4) who survived to rehabilitation were analyzed. Primary outcome was Glasgow Outcome Scale-Extended (GOSE) at 1, 2, and 5 years. GOSE was dichotomized into low (GOSE score < 6) and high (GOSE score >= 6). Logistic regression was used to determine adjusted odds of low GOSE score associated with HAP after controlling for age, sex, head and overall injury severity, cranial surgery, Glasgow Coma Scale (GCS) score, ventilation days, and other important confounders. A general estimating equation model was used to analyze all outcome observations simultaneously while controlling for within-patient correlation., RESULTS: A total of 141 individuals met inclusion criteria, with a 30% incidence of HAP. Individuals with and without HAP had similar demographic profiles, presenting vitals, head injury severity, and prevalence of cranial surgery. Individuals with HAP had lower presenting GCS score. Logistic regression demonstrated that HAP was independently associated with low GOSE scores at follow-up (1 year: odds ratio [OR], 6.39; 95% confidence interval [CI], 1.76-23.14; p = 0.005) (2 years: OR, 7.30; 95% CI, 1.87-27.89; p = 0.004) (5-years: OR, 6.89; 95% CI, 1.42-33.39; p = 0.017). Stratifying by GCS score of 8 or lower and early intubation, HAP remained a significant independent predictor of low GOSE score in all strata. In the general estimating equation model, HAP continued to be an independent predictor of low GOSE score (OR, 4.59; 95% CI, 1.82-11.60; p = 0.001)., CONCLUSION: HAP is independently associated with poor outcomes in severe TBI extending 5 years after injury. This suggests that precautions should be taken to reduce the risk of HAP in individuals with severe TBI., LEVEL OF EVIDENCE: Prognostic study, level III.",2015,/,The journal of trauma and acute care surgery,78,2,396-402,,https://dx.doi.org/10.1097/TA.0000000000000526,25757128,#7298,Kesinger 2015,,yes
Adverse effects of admission blood alcohol on long-term cognitive function in patients with traumatic brain injury.,"Joseph, Bellal; Khalil, Mazhar; Pandit, Viraj; Kulvatunyou, Narong; Zangbar, Bardiya; O'Keeffe, Terence; Asif, Anum; Tang, Andrew; Green, Donald J; Gries, Lynn; Friese, Randall S; Rhee, Peter","BACKGROUND: Alcohol is known to be protective in patients with traumatic brain injury (TBI); however, its impact on the long-term cognitive function is unknown. We hypothesize that intoxication at the time of injury is associated with adverse long-term cognitive function in patients sustaining TBI., METHODS: We performed a 2-year retrospective study of all trauma patients with isolated TBI presenting to our Level I trauma center and discharged to a single rehabilitation facility. Patients with moderate-to-severe TBI (head Abbreviated Injury Scale [AIS] score >= 3), measured admission blood alcohol concentration, and measured cognitive function on hospital discharge and rehabilitation center discharge were included. Cognitive function was assessed using Functional Independence Measure (FIM) scores. Delta cognitive FIM was defined as the difference between rehabilitation center discharge and hospital discharge cognitive FIM scores. Multivariate linear regression was performed., RESULTS: A total of 64 patients were included. Mean (SD) age was 51.8 (23) years, median head AIS score was 3 (IQR, 3-5), and median Glasgow Coma Scale (GCS) score was 11 (IQR, 3-15). Mean (SD) cognitive FIM score on hospital discharge was 17 (6), and mean (SD) cognitive improvement was 8.6 (4.7). Sixty percent (n = 39) were under the influence of alcohol on admission, and the mean (SD) admission blood alcohol concentration was 132 (102). On multivariate linear regression analysis, admission blood alcohol concentration (beta = -0.4; 95% confidence interval, -6.7 to -0.8; p = 0.01) and age (beta = -0.13; 95% confidence interval, -0.2 to -0.04; p = 0.04) were negatively associated with improvement in long-term cognitive function., CONCLUSION: Alcohol intoxication at the time of injury is associated with lower improvement in long-term cognitive function. Older intoxicated patients are likely to have a lower cognitive improvement., LEVEL OF EVIDENCE: Prognostic and epidemiologic study, level III.",2015,/,The journal of trauma and acute care surgery,78,2,403-8,,https://dx.doi.org/10.1097/TA.0000000000000504,25757129,#7297,Joseph 2015,,yes
Serum levels of caspase-cleaved cytokeratin-18 in patients with severe traumatic brain injury are associated with mortality: a pilot study.,"Lorente, Leonardo; Martin, Maria M; Gonzalez-Rivero, Agustin F; Argueso, Monica; Ramos, Luis; Sole-Violan, Jordi; Caceres, Juan J; Jimenez, Alejandro; Borreguero-Leon, Juan M","OBJECTIVE: There have been found apoptotic changes in brain tissue samples from animals and humans after a traumatic brain injury (TBI). The protein cytokeratin 18 (CK-18), present in epithelial cells, is cleaved by the action of caspases during apoptosis, and the resulting fragments are released into the blood as caspase-cleaved CK (CCCK)-18. Circulating levels of CCCK-18, as biomarker of apoptosis, have been determined in patients with different processes; however, it has not been explored in TBI patients. Thus, the objective of this study was to determine whether there is an association between serum CCCK-18 levels and mortality and whether such levels could be used as a biomarker to predict outcomes in TBI patients., METHODS: A prospective, observational, multicenter study carried out in six Spanish Intensive Care Units. We included patients with severe TBI defined as Glasgow Coma Scale (GCS) lower than 9; and were excluded those patients with Injury Severity Score (ISS) in non-cranial aspects higher than 9. We measured serum CCCK-18 levels at admission. The end-point of the study was 30-day mortality., RESULTS: Surviving patients (n = 73) showed lower serum CCCK-18 levels (P = 0.003) than non-survivors (n = 27). On ROC analysis, the area under the curve (AUC) for serum CCCK-18 levels as predictor of 30-day mortality was 0.69 (95% CI = 0.59-0.78; P = 0.006). We found in survival analysis that patients with serum CCCK-18 higher than 201 u/L had higher 30-day mortality than patients with lower levels (Hazard ratio = 3.9; 95% CI = 1.81-8.34; P<0.001). Regression analyses showed that serum CCCK-18 levels higher than 201 u/L were associated with 30-day mortality (OR = 8.476; 95% CI = 2.087-34.434; P = 0.003) after controlling for age and GCS., CONCLUSIONS: The novel finding of our study was that serum CCCK-18 levels are associated with 30-day mortality and could be used as a prognostic biomarker in patients with severe TBI.",2015,/,PloS one,10,3,e0121739,,https://dx.doi.org/10.1371/journal.pone.0121739,25822281,#7272,Lorente 2015,,yes
Genetic Variation of ApoE Gene in Ethnic Kashmiri Population and Its Association with Outcome After Traumatic Brain Injury.,"Yousuf, Adfar; Khursheed, Nayil; Rasool, Ishrat; Kundal, Vijay; Jeelani, Humira; Afroze, Dil","The outcome from traumatic brain injury (TBI) is variable and only partly explained by known prognostic factors. Genetic factors may influence the brain's susceptibility to injury or capacity for repair and regeneration. ApoE has been implicated in modifying neurological outcome after TBI, although the mechanisms by which this occurs remain poorly defined. Apolipoprotein E is an apparently multifunctional protein involved in the response of the brain to injury and in subsequent repair processes. Several studies have shown that patients with APOE e4 have a poorer outcome after TBI. This study was aimed to analyse the genotypes of ApoE in Kashmiri population and to examine the association of APOE genotype with outcome after TBI. A total of 450 subjects (300 healthy controls and 150 TBI patients) were recruited for the study. Genotyping was done by PCR-restriction fragment length polymorphism (RFLP). Our study indicated Apoe3/e3 to be the most common genotype in this study group. The allele frequency of the Apo E gene in these study subjects was observed to be 0.07 for the e2 allele, 0.82 for the e3 allele and 0.11 for the e4 allele. However, no association between the presence of APOe4 allele and outcome after head injury was observed in this study [p = 0.92]. Thus, genotype containing the e4 allele (e4/e3 and e4/e4) was not associated with unfavourable outcome after TBI in Kashmiri population.",2015,/,Journal of molecular neuroscience : MN,56,3,597-601,,https://dx.doi.org/10.1007/s12031-015-0554-1,25859935,#7263,Yousuf 2015,,yes
"Prevalence, natural course and predictors of depression 1 year following traumatic brain injury from a population-based study in New Zealand.","Barker-Collo, S; Jones, A; Jones, K; Theadom, A; Dowell, A; Starkey, N; Feigin, V L","OBJECTIVE: Depression is common post-TBI, yet has not been studied longitudinally, nor at a population level. This study examined prevalence of depression in a population-based sample across the first year post-TBI., DESIGN AND METHODS: Prospective follow-up of 315 adults (>16 years) with assessments (Hospital Anxiety Depression Scale, DSM-IV criteria) at 1-, 6- and 12-months post-TBI. Demographic and injury-related predictors of depression at 1-year post-TBI were also explored., RESULTS: The number of individuals identified as depressed reduced significantly between baseline and 12-months post-TBI from 21-12.4% using the HADS and 49-34% using DSM-IV criteria; with only 10 of the 28 individuals initially meeting criteria on the HADS continuing to do so at 12-month follow-up. Meeting HADS depression criteria was linked to pre-morbid depression and/or anxiety; while those meeting DSM-IV criteria were older, but not significantly so., CONCLUSIONS: The findings suggest depression is common post-TBI and that clinicians/researchers use caution in its diagnosis, as existing criteria have significant overlap with common TBI sequels.",2015,/,Brain injury,29,08-Jul,859-65,,https://dx.doi.org/10.3109/02699052.2015.1004759,25914943,#7246,Barker-Collo 2015,,yes
The role of apolipoprotein E episilon (epsilon)-4 allele on outcome following traumatic brain injury: A systematic review.,"Lawrence, David W; Comper, Paul; Hutchison, Michael G; Sharma, Bhanu","BACKGROUND: The apolipoprotein E gene (APOE) has emerged as a candidate for prognosticating traumatic brain injury (TBI) recovery, with APOEepsilon4 identified as a susceptibility marker for poor outcome, despite large discrepancy in its reported influence post-TBI., METHODS: A systematic review was conducted, including all primary articles investigating the role of APOEepsilon4 on TBI outcome. A total of 65 studies were included, including 24 predominantly investigating mild (mTBI), seven moderate (modTBI) and 33 severe (sTBI); severity was not reported in one study., RESULTS: In mTBI studies, the association between APOEepsilon4 and post-TBI outcome was concluded as non-contributory in 14 studies (58.3%), hazardous in nine (37.5%) and protective in one (4.2%). In sTBI studies, the role of APOEepsilon4 was hazardous in 21 (63.6%), non-contributory in nine (27.3%) and protective in three (9.1%). Of the seven studies investigating dementia outcomes, four observed a hazardous association with APOEepsilon4, while three reported no association. Six studies examined Alzheimer's dementia pathology, of which three reported a hazardous influence of APOEepsilon4., CONCLUSIONS: The influence of APOEepsilon4 on neuropsychological testing, functional outcome and in paediatric populations was incongruous. This review supports the majority of research indicating APOEepsilon4 adversely influences recovery following TBI, particularly with respect to dementia-related outcomes and outcomes following sTBI.",2015,/,Brain injury,29,9,1018-31,,https://dx.doi.org/10.3109/02699052.2015.1005131,25915580,#7244,Lawrence 2015,,yes
