Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Development and validation of a prehospital-stage prediction tool for traumatic brain injury: a multicentre retrospective cohort study in Korea.,"Choi, Yeongho; Park, Jeong Ho; Hong, Ki Jeong; Ro, Young Sun; Song, Kyoung Jun; Shin, Sang Do","OBJECTIVES: Predicting diagnosis and prognosis of traumatic brain injury (TBI) at the prehospital stage is challenging; however, using comprehensive prehospital information and machine learning may improve the performance of the predictive model. We developed and tested predictive models for TBI that use machine learning algorithms using information that can be obtained in the prehospital stage., DESIGN: This was a multicentre retrospective study., SETTING AND PARTICIPANTS: This study was conducted at three tertiary academic emergency departments (EDs) located in an urban area of South Korea. The data from adult patients with severe trauma who were assessed by emergency medical service providers and transported to three participating hospitals between 2014 to 2018 were analysed., RESULTS: We developed and tested five machine learning algorithms-logistic regression analyses, extreme gradient boosting, support vector machine, random forest and elastic net (EN)-to predict TBI, TBI with intracranial haemorrhage or injury (TBI-I), TBI with ED or admission result of admission or transferred (TBI with non-discharge (TBI-ND)) and TBI with ED or admission result of death (TBI-D). A total of 1169 patients were included in the final analysis, and the proportions of TBI, TBI-I, TBI-ND and TBI-D were 24.0%, 21.5%, 21.3% and 3.7%, respectively. The EN model yielded an area under receiver-operator curve of 0.799 for TBI, 0.844 for TBI-I, 0.811 for TBI-ND and 0.871 for TBI-D. The EN model also yielded the highest specificity and significant reclassification improvement. Variables related to loss of consciousness, Glasgow Coma Scale and light reflex were the three most important variables to predict all outcomes., CONCLUSION: Our results inform the diagnosis and prognosis of TBI. Machine learning models resulted in significant performance improvement over that with logistic regression analyses, and the best performing model was EN. Copyright Â© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2022,/,BMJ open,12,1,e055918,,https://dx.doi.org/10.1136/bmjopen-2021-055918,35022177,#4071,Choi 2022,,yes
Longitudinal Course of Traumatic Brain Injury Biomarkers for the Prediction of Clinical Outcomes: A Review.,"Peters, Austin J; Schnell, Eric; Saugstad, Julie A; Treggiari, Miriam M","Protein biomarkers are often measured at hospital presentation to diagnose traumatic brain injury (TBI) and predict patient outcomes. However, a biomarker measurement at this single time point is no more accurate at predicting patient outcomes than less invasive and more cost-effective methods. Here, we review evidence that TBI biomarkers provide greater prognostic value when measured repeatedly over time, such that a trajectory of biomarker concentrations can be evaluated. PubMed, Google Scholar, and Cochrane Central Register were searched to identify studies from the last decade in which established TBI biomarkers had been measured at more than one time point following acute TBI, and which related their findings to patient outcomes. Twenty-two studies were identified, 18 of which focused on adults and 4 of which focused on children. Three general biomarker trajectories were identified: persistently high, persistently low, and reversal of decreasing concentrations. Downtrend reversal was highly specific to predicting poor patient outcomes. Four studies demonstrated that biomarker trajectories can be affected by therapeutic interventions. Additional studies demonstrated that biomarkers measured at a later time point offered superior prognostic value than a single measurement obtained at initial hospital presentation. Among other details, longitudinal biomarker trajectory assessments may identify ongoing injury and predict patient deterioration before clinical symptoms develop and thus help guide therapeutic interventions.",2021,/,Journal of neurotrauma,38,18,2490-2501,,https://dx.doi.org/10.1089/neu.2020.7448,33899510,#4063,Peters 2021,,yes
High-Sensitivity C-Reactive Protein is a Prognostic Biomarker of Six-Month Disability after Traumatic Brain Injury: Results from the TRACK-TBI Study.,"Xu, Linda B; Yue, John K; Korley, Frederick; Puccio, Ava M; Yuh, Esther L; Sun, Xiaoying; Rabinowitz, Miri; Vassar, Mary J; Taylor, Sabrina R; Winkler, Ethan A; Puffer, Ross C; Deng, Hansen; McCrea, Michael; Stein, Murray B; Robertson, Claudia S; Levin, Harvey S; Dikmen, Sureyya; Temkin, Nancy R; Giacino, Joseph T; Mukherjee, Pratik; Wang, Kevin K W; Okonkwo, David O; Markowitz, Amy J; Jain, Sonia; Manley, Geoffrey T; Diaz-Arrastia, Ramon; TRACK-TBI Investigators","Systemic inflammation impacts outcome after traumatic brain injury (TBI), but most TBI biomarker studies have focused on brain-specific proteins. C-reactive protein (CRP) is a widely used biomarker of inflammation with potential as a prognostic biomarker after TBI. The Transforming Research and Clinical Knowledge in Traumatic Brain Injury (TRACK-TBI) study prospectively enrolled TBI patients within 24 h of injury, as well as orthopedic injury and uninjured controls; biospecimens were collected at enrollment. A subset of hospitalized participants had blood collected on day 3, day 5, and 2 weeks. High-sensitivity CRP (hsCRP) and glial fibrillary acidic protein (GFAP) were measured. Receiver operating characteristic analysis was used to evaluate the prognostic ability of hsCRP for 6-month outcome, using the Glasgow Outcome Scale-Extended (GOSE). We included 1206 TBI subjects, 122 orthopedic trauma controls (OTCs), and 209 healthy controls (HCs). Longitudinal biomarker sampling was performed in 254 hospitalized TBI subjects and 19 OTCs. hsCRP rose between days 1 and 5 for TBI and OTC subjects, and fell by 2 weeks, but remained elevated compared with HCs (p < 0.001). Longitudinally, hsCRP was significantly higher in the first 2 weeks for subjects with death/severe disability (GOSE <5) compared with those with moderate disability/good recovery (GOSE >=5); AUC was highest at 2 weeks (AUC = 0.892). Combining hsCRP and GFAP at 2 weeks produced AUC = 0.939 for prediction of disability. Serum hsCRP measured within 2 weeks of TBI is a prognostic biomarker for disability 6 months later. hsCRP may have utility as a biomarker of target engagement for anti-inflammatory therapies.",2021,/,Journal of neurotrauma,38,7,918-927,,https://dx.doi.org/10.1089/neu.2020.7177,33161875,#4056,Xu 2021,,yes
Early Pupillometry Assessment in Traumatic Brain Injury Patients: A Retrospective Study.,"Luz Teixeira, Thomas; Peluso, Lorenzo; Banco, Pierluigi; Njimi, Hassane; Abi-Khalil, Layal; Chanchay Pillajo, Melanie; Schuind, Sophie; Creteur, Jacques; Bouzat, Pierre; Taccone, Fabio Silvio","BACKGROUND: The aim of this study was to evaluate whether the early assessment of neurological pupil index (NPi) values derived from automated pupillometry could predict neurological outcome after traumatic brain injury (TBI)., METHODS: Retrospective observational study including adult (>18 years) TBI patients admitted from January 2018 to December 2020, with available NPi on admission. Abnormal NPi was considered if <3. Unfavorable neurological outcome (UO) at hospital discharge was considered for a Glasgow Outcome Scale of 1-3., RESULTS: 100 patients were included over the study period (median age 48 (34-69) years and median GCS on admission 11 (6-15)); 49 (49%) patients had UO. On admission, 20 (20%) patients had an abnormal NPi (NPi < 3); median worst (i.e., from both eyes) NPi was 4.2 (3.2-4.5). Median worst and mean NPi on admission were significantly lower in the UO group than others (3.9 (1.7-4.4) vs. 4.4 (3.7-4.6); p = 0.005-4.0 (2.6-4.5) vs. 4.5 (3.9-4.7); p = 0.002, respectively). The ROC curve for the worst and mean NPi showed a moderate accuracy to predict UO (AUC 0.66 (0.56-0.77); p = 0.005 and 0.68 (0.57-0.78); p = 0.002). However, in a generalized linear model, the prognostic role of NPi on admission was limited., CONCLUSIONS: Low NPi on admission has limited prognostic value in TBI.",2021,/,Brain sciences,11,12,,,https://dx.doi.org/10.3390/brainsci11121657,34942959,#4047,LuzTeixeira 2021,,yes
Transcranial Doppler Based Cerebrovascular Reactivity Indices in Adult Traumatic Brain Injury: A Scoping Review of Associations With Patient Oriented Outcomes.,"Gomez, Alwyn; Froese, Logan; Sainbhi, Amanjyot Singh; Batson, Carleen; Zeiler, Frederick A","Background: Disruption in cerebrovascular reactivity following traumatic brain injury (TBI) is a known phenomenon that may hold prognostic value and clinical relevance. Ultimately, improved knowledge of this process and more robust means of continuous assessment may lead to advances in precision medicine following TBI. One such method is transcranial Doppler (TCD), which has been employed to evaluate cerebrovascular reactivity following injury utilizing a continuous time-series approach. Objective: The present study undertakes a scoping review of the literature on the association of continuous time-domain TCD based indices of cerebrovascular reactivity, with global functional outcomes, cerebral physiologic correlates, and imaging evidence of lesion change. Design: Multiple databases were searched from inception to November 2020 for articles relevant to the association of continuous time-domain TCD based indices of cerebrovascular reactivity with global functional outcomes, cerebral physiologic correlates, and imaging evidence of lesion change. Results: Thirty-six relevant articles were identified. There was significant evidence supporting an association with continuous time-domain TCD based indices and functional outcomes following TBI. Indices based on mean flow velocity, as measured by TCD, were most numerous while more recent studies point to systolic flow velocity-based indices encoding more prognostic utility. Physiologic parameters such as intracranial pressure, cerebral perfusion pressure, Carbon Dioxide (CO2) reactivity as well as more established indices of cerebrovascular reactivity have all been associated with these TCD based indices. The literature has been concentrated in a few centres and is further limited by the lack of multivariate analysis. Conclusions: This systematic scoping review of the literature identifies that there is a substantial body of evidence that cerebrovascular reactivity as measured by time-domain TCD based indices have prognostic utility following TBI. Indices based on mean flow velocities have the largest body of literature for their support. However, recent studies indicate that indices based on systolic flow velocities may contain the most prognostic utility and more closely follow more established measures of cerebrovascular reactivity. To a lesser extent, the literature supports some associations between these indices and cerebral physiologic parameters. These indices provide a more complete picture of the patient's physiome following TBI and may ultimately lead to personalized and precise clinical care. Further validation in multi-institution studies is required before these indices can be widely adopted clinically. Copyright Â© 2021 Gomez, Froese, Sainbhi, Batson and Zeiler.",2021,/,Frontiers in pharmacology,12,101548923,690921,,https://dx.doi.org/10.3389/fphar.2021.690921,34295251,#4042,Gomez 2021,,yes
[Mild head injury].,"Ortega Zufiria, Jose Manuel; Prieto, Noemi Lomillos; Cuba, Bernardino Choque; Degenhardt, Martin Tamarit; Nunez, Pedro Poveda; Lopez Serrano, Maria Remedios; Lopez Raigada, Azahara Belen","INTRODUCTION: Mild traumatic brain injury (TBI) represents a major health concern, because a sizeable number of patients with mild TBI will develop potentially life-threatening complications. The target of this study was to describe a large series of adult patients suffering from mild TBI, treated at University Hospital of Getafe, between 2010 and 2015 (n = 2480). We examined the patients' epidemiological and baseline clinical profile, diagnosis, treatment and ultimate outcomes, to identify major prognostic factors that influence the final result., METHODS: We retrospectively extracted patient data from medical records and performed both bivariate and multivariate statistics., RESULTS: In our sample, mild TBI was more common in men, and the most common causative mechanism was a traffic accident. We proposed a model for classifying patients according to risk, dividing them into low, intermediate and high risk, based upon their baseline clinical picture. This classification scheme correlated well with final outcomes. We investigated indications for skull radiography and computed tomography (CT), as well as for hospital admission for clinical observation., CONCLUSIONS: In this study, the presence of a neurological focus on clinical examination, the existence of a fracture on plain radiographs, advanced age and the presence of a coagulation disorder were associated with the increased likelihood of intracranial complications and a poor prognosis. The Glasgow Coma Scale was deficient predicting patient outcomes, because it failed to account for concussion-related symptoms like amnesia and loss of consciousness, both very common in patients with mild TBI.",2018,/,Surgical neurology international,9,Suppl 1,S16-S28,,https://dx.doi.org/10.4103/sni.sni_371_17,29430327,#4038,OrtegaZufiria 2018,,yes
"Traumatic Brain Injury in Older Adults: Characteristics, Outcomes, and Considerations. Results From the American Association for the Surgery of Trauma Geriatric Traumatic Brain Injury (GERI-TBI) Multicenter Trial.","Ghneim, Mira; Brasel, Karen; Vesselinov, Roumen; Albrecht, Jennifer; Liveris, Anna; Watras, Jill; Michetti, Christopher; Haan, James; Lightwine, Kelly; Winfield, Robert; Adams, Sasha; Podbielski, Jeanette; Armen, Scott; Zacko, J Christopher; Nasrallah, Fady; Schaffer, Kathryn; Dunn, Julie; Smoot, Brittany; Schroeppel, Thomas; Stillman, Zachery; Cooper, Zara; Stein, Deborah; Additional Study Group Members of The American Association for the Surgery of Trauma Geri-TBI Study","OBJECTIVES: Describe the epidemiology of a large cohort of older adults with isolated traumatic brain injury (TBI) and identify predictors of mortality, palliative interventions, and discharge to preinjury residence in those presenting with moderate/severe TBI., DESIGN: Prospective observational study of geriatric patients with TBI enrolled across 45 trauma centers., SETTING AND PARTICIPANTS: Inclusion criteria were age >=40 years, and computed tomography (CT)-verified TBI. Exclusion criteria were any other body region abbreviated injury scale score >2 and presentation at enrolling center >24 hours after injury., METHODS: The analysis was restricted to individuals aged >=65 and stratified into 3 age groups: young-old (65-74), middle-old (75-84), and oldest-old (>=85). Demographic, clinical, and injury data were collected. Predictors of mortality, palliative interventions, and discharge to preinjury residence in the moderate/severe TBI group were identified using Classification and Regression Tree and Generalized Linear Mixed Models., RESULTS: Of the 3081 subjects enrolled in the study, 2028 were >=65 years old. Overall, 339 (16.7%) presented with a moderate/severe TBI and experienced a 64% mortality rate. A Glasgow Coma Scale (GCS) score <9 was the main predictor of mortality, CT worsening (odds ratio [OR] = 1.7, P < .04), cerebral edema (OR = 2.4, P < .04), GCS <9, and age >=75 (OR = 2.1, P = .007) were predictors for palliative interventions, and an injury severity score <=24 (OR = 0.087, P = .002) was associated with increased likelihood of discharge to preinjury residence in the moderate/severe TBI group., CONCLUSION AND IMPLICATIONS: In this prospective study of a large cohort of older adults with isolated TBI, comparisons across the older age groups with moderate/severe TBI revealed that survival and favorable discharge disposition were influenced more by severity of injury rather than age itself. Indicating that chronological age alone maybe insufficient to accurately predict outcomes, and increased representation of older adults in TBI research to develop better diagnostic and prognostic tools is warranted. Copyright Â© 2022 AMDA - The Society for Post-Acute and Long-Term Care Medicine. Published by Elsevier Inc. All rights reserved.",2022,/,Journal of the American Medical Directors Association,23,4,568-575.e1,,https://dx.doi.org/10.1016/j.jamda.2022.01.085,35283084,#4024,Ghneim 2022,,yes
Modeling the return to consciousness after severe traumatic brain injury at a large academic level 1 trauma center.,"Winans, Nathan J; Liang, Justine J; Ashcroft, Bradley; Doyle, Stephen; Fry, Adam; Fiore, Susan M; Mofakham, Sima; Mikell, Charles B","OBJECTIVE: Severe traumatic brain injury (sTBI) carries significant morbidity and mortality. It remains difficult to counsel families on functional prognosis and plan research initiatives aimed at treating traumatic coma. In order to better address these problems, the authors set out to develop statistical models using retrospective data to identify admission characteristics that correlate with time until the return of consciousness, defined as the time to follow commands (TFC). These results were then used to create a TFC score, allowing for rapid identification of patients with predicted prolonged TFC., METHODS: Data were reviewed and collected from medical records of sTBI patients with Glasgow Coma Scale (GCS) motor subscores <= 5 who were admitted to Stony Brook University Hospital from January 2011 to July 2018. Data were used to calculate descriptive statistics and build binary logistic regression models to identify admission characteristics that correlated with in-hospital mortality and in-hospital command-following. A Cox proportional hazards model was used to identify admission characteristics that correlated with the length of TFC. A TFC score was developed using the significant variables identified in the Cox regression model., RESULTS: There were 402 adult patients who met the inclusion criteria for this study. The average age was 50.5 years, and 122 (30.3%) patients were women. In-hospital mortality was associated with older age, higher Injury Severity Score (ISS), higher Rotterdam score (head CT grading system), and the presence of bilateral fixed and dilated pupils (p < 0.01). In-hospital command-following was anticorrelated with age, ISS, Rotterdam score, and the presence of a single fixed and dilated pupil (p < 0.05). TFC was anticorrelated with age, ISS, Rotterdam score, and the presence of a single fixed and dilated pupil. Additionally, patients who sustained injuries from falls from standing height had a shorter average TFC. The 3 significant variables from the Cox regression model that explained the most variance were used to create a 4-point TFC score. The most significant of these characteristics were Rotterdam head CT scores, high impact traumas, and the presence of a single fixed and dilated pupil. Importantly, the presence of a single fixed and dilated pupil was correlated with longer TFC but no increase in likelihood of in-hospital mortality., CONCLUSIONS: The creation of the 4-point TFC score will allow clinicians to quickly identify patients with predicted prolonged TFC and estimate the likelihood of command-following at different times after injury. Discussions with family members should take into account the likelihood that patients will return to consciousness and survive after TBI.",2019,/,Journal of neurosurgery,,"jd3, 0253357",09-Jan,,https://dx.doi.org/10.3171/2019.2.JNS183568,31200372,#4019,Winans 2019,,yes
Validation of the Elderly Traumatic Brain Injury Score: Observational Case Control Study.,"Bobeff, Ernest Jan; Stawiski, Konrad; Stanislawska, Patrycja Alicja; Posmyk, Bartlomiej Jozef; Wisniewski, Karol; Bryl, Maciej; Piotrowski, Michal Mateusz; Fortuniak, Jan; Jaskolski, Dariusz Jan","BACKGROUND: Traumatic brain injury (TBI) poses a particular health risk for the elderly. The recently developed elderly TBI (eTBI) score combines the prognostic information of the risk factors characteristic of the geriatric population. We aimed to determine its validity and reliability on an independent sample., METHODS: We present a retrospective analysis of 506 consecutive patients after TBI aged >=65 years. The previously described nomogram and the eTBI score were used. The primary outcome measure was mortality or vegetative state at 30 days after hospital admission., RESULTS: Mortality or vegetative state rate was 21.3%. The nomogram and eTBI Score showed similar predictive performance with accuracy of 83.8% (95% confidence interval 80.2%-87%) and 84.4% (95% confidence interval 80.8%-87.6%), respectively. On the basis of the Youden index and C4.5 algorithm, we divided patients according to the 3-tier pattern into low-, high-, and medium-risk groups. The outcome prediction in the first 2 groups was correct in 93.1% (survival in the low-risk group) and 94.4% (mortality in the high-risk group). Patients included in the medium-risk group usually required surgical treatment (85.3%) and were characterized by increased mortality or vegetative state (55%). Among patients with eTBI >=5 (n = 221), there was no difference in outcome between those treated conservatively and surgically., CONCLUSIONS: This is the first study confirming the validity of the eTBI Score and its close association with outcome of geriatric population after TBI. The novel 3-tier risk stratification scheme was applicable to both conservatively and surgically treated patients. Copyright Â© 2022 The Authors. Published by Elsevier Inc. All rights reserved.",2022,/,World neurosurgery,,101528275,,,https://dx.doi.org/10.1016/j.wneu.2022.02.037,35176521,#4005,Bobeff 2022,,yes
Predictors of mortality among head trauma patients reaching ICU,Beniameen M.; Abbas N.; Mashhour K.; ElGohary T. ,"Study Objectives: Traumatic brain injury is a leading cause of morbidity and mortality worldwide. Ninety percent occurs in low and middle income countries. We construct a predictive model for mortality in head injury patients on the basis of easily available parameters. Method(s): Prospective randomized study that included 100 head trauma patients admitted to the ICU in a period of 15 months. Demographic data, diabetes, hypertension and cardiac history were recorded. Admission blood samples were obtained for CBC, coagulation profile, kidney and liver functions tests and lactate level and random blood glucose level. Receiver operating curve (ROC) analysis including the area under the ROC and multivariable logistic regression were used to identify independent mortality predictors of admission parameters to create a prognostic model. Result(s): A total of 58 patients died (58%) out of 100 patients included in this study. Multivariate analysis revealed that age> 75 years (HR=25.49, 95% CI=2.36 to 275.66); GCS <9 (HR=4.19, 95% CI=1.58to 11.08); serum creatinine higher than 1.5 mg/ml (HR=8.75; 95% CI=3.10 to 24.71); PaCO2 >45mmHg (HR =14.86; 95% CI=4.85 to 45.49) and history of cardiac diseases (HR=0.37 95% CI=0.15 to 0.91) were associated with high mortality rate. Conclusion(s): Age >75 years, GCS<9. PaCO2>45mmHg, serum creatinine exceeding 1.5 mg/ml and cardiac diseases are independent significant predictors of mortality in head trauma patients.",2017,/,Annals of Emergency Medicine,70,4 Supplement 1,S13-S14,,,620857787,#22041,Beniameen 2017,,maybe
"Pulmonary embolism following severe traumatic brain injury: incidence, risk factors and impact outcome",Bahloul M.; Chelly H.; Regaieg K.; Rekik N.; Bellil S.; Chaari A.; Bouaziz W.; Chabchoub I.; Haddar S.; Hamida C.B.; Bouaziz M. ,,2017,/,Intensive Care Medicine,43,9,1433-1435,,http://dx.doi.org/10.1007/s00134-017-4815-z,616142096,#21824,Bahloul 2017,,maybe
The effect of ventilator associated pneumonia on the length of stay in patients with traumatic brain injury in the Intensive Care Unit,Koukoulitsios G.; Anifanti M.; Tsikritsaki K.; Tsoni I.; Bakouli S.; Ionna I.; Maglaras G.; Koutivas A.; Mandila C.; Antonopoulou S.; Koutsoukou V.; Salma V.; Kalogeromitros A. ,"Introduction: In our study we describe the effect of Ventilator Associated Pneumonia (VAP) on the on the length of stay (LOS) in patients with traumatic brain injury (TBI) in the Intensive Care Unit (ICU). Method(s): From December 2016 until January 2020, 156 patients, 96 males and 60 females with TBI requiring mechanical ventilation more than 48 hours GCS <= 8 were studied. The mean age was 43 years. On admission to the ICU they had body mass index 27 +/- 6 kg/m2 and APACHE II score 20 +/- 2. Out of 156 patients the 54 had co morbid medical illness. Result(s): VAP occurred in 69 out of 156 TBI patients There was no difference in predominance as far as gender was concerned. VAP was significantly associated to patients requiring longer mechanical ventilation 18 days +/- 2 and longer sedation 14 days +/- 2. Patients with co morbid medical illness and VAP were associated with a significantly greater degree of non neurological organ system dysfunction, though there was no difference in frequency of VAP development compared to the patients without co morbid medical illness. Although VAP was not associated with increased hospital mortality, patients who developed VAP had a longer duration of mechanical ventilation (28 versus 10 days, p < 0.0001) and longer ICU lengths of stay (31 versus 12 days, p < 0.0001. Conclusion(s): The effect of VAP in patients with TBI is high; increasing the mechanical ventilation duration and the ICU length of stay; however, does not affect the prognosis and does not seem to be associated with a significantly increased risk of mortality though increases the mechanical ventilation duration.",2020,/,Intensive Care Medicine Experimental,8,SUPPL 2,,,https://dx.doi.org/10.1186/s40635-020-00354-8,634008280,#19994,Koukoulitsios 2020,,maybe
Relationship between gender and recovery rate from postconcussion syndrome in older adults receiving physical therapy rehabilitation,Deoghare H.; Mouri C.; List K. ,"BACKGROUND Mild traumatic brain injury (mTBI) is a growing epidemic in the geriatric population across the world. A minority of patients with mTBI develop persistent post-concussion syndrome (PCS) defined by a cluster of cognitive, somatic and emotional symptomslasting for >3 months. Multiple systematic reviews highlight the prognostic significance of age, biological sex and other factors such as preadmission functional ability and comorbidities on development of PCS. However, these variables remain understudied in older adults. Moreover, research is needed to determine how utilization of physical therapy (PT) services may affect recovery. The aim of this study is to examine the relationship between gender and recovery rate from PCS in Older Adults receiving PT rehabilitation. METHOD A retrospective chart review of 45 patients (27 females and 18 males) in the age 65 and older referred for to PT rehabilitation at Saint Joseph Hospital, Orange, CA was performed. More data are being compiled from older paper-based medical records and combined analysis will be presented at the conference. All the patients had a history of a traumatic event such as falls or MVA which may have resulted in concussion. At initial evaluation and discharge, recordings were made of outcome measures of self-report [Dizziness Handicap Inventory (DHI)] and gait and balance performance [Dynamic Gait Index (DGI), gait speed, and the Sensory Organization Test (SOT)]. RESULTS Based on interim analysis both males and females in the 65 and older age group improved with dizziness, balance or both in an average of 9.5 visits. Females had a clinically significant improvement in DHI outcome (27+/-3) whereas for males the average improvement in DHI was not clinically significant (10+/-4) (MCID for DHI =18 units). Additionally, both genders showed clinically significant improvement on SOT (MCID for SOT =8 points) and DGI scores (MCID of DGI = 3). CONCLUSIONS. Both females and males improved in the same number of visits. However, females showed clinically significant improvement over males on self reported dizziness as measured by DHI but not on DGI or SOT.",2021,/,Journal of the American Geriatrics Society,69,SUPPL 1,S149,,http://dx.doi.org/10.1111/jgs.17115,634826654,#19812,Deoghare 2021,,maybe
Risk factors for cerebral infarction after moderate or severe traumatic brain injury,Wu Y.-G.; Chao Y.; Gao G.; Bao D.; Dong Y.; Wei X.; Niu C. ,"Purpose: Posttraumatic cerebral infarction (PTCI) is a common and relatively serious complication of traumatic brain injury (TBI) without a clear etiology. Evaluating risk factors in advance is particularly important to predict and avoid the occurrence of PTCI. Patients and Methods: We retrospectively analyzed 297 patients with moderate to severe TBI admitted to the Department of Neurosurgery in our hospital from January 2019 to September 2020 and evaluated the effects of various factors such as age, sex, admission Glasgow Coma Scale (GCS), skull base fracture, subarachnoid hemorrhage (SAH), brain herniation, hypotensive shock, and decompressive craniectomy on the incidence of PTCI. We also performed a multivariate logistics regression analysis on the relevant factors identified and evaluated the diagnostic value of each risk factor in advance by receiver operating characteristic (ROC) analyses. Result(s): Among the patients, 32 (10.77%) suffered PTCI. The incidence rates of PTCI in those with GCS scores of 3-8 and 9-12 were 15.87% (30/189) and 1.85% (2/108), respectively, while the rates were 18.84% (13/69), 15.03% (29/193), 18.57% (13/70), and 20.59% (14/68) in those with skull base fractures, traumatic SAH, brain herniation, and hypotensive shock, respectively, and 14.38% (23/160) in those who underwent decompressive craniectomy. These differences in PTCI incidence were statistically significant. However, the differences in PTCI incidence caused by patient age and sex were not statistically significant. Conclusion(s): Low GCS score, skull base fractures, traumatic SAH, brain herniation, hypotensive shock, and decompressive craniectomy are risk factors for the occurrence of PTCI, while age and sex are not significantly correlated with the occurrence of PTCI.Copyright Â© 2021 Wu et al.",2021,/,Therapeutics and Clinical Risk Management,17,"(Wu, Chao, Gao, Bao, Dong, Wei, Niu) Department of Neurosurgery, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui 230001, China(Wu, Niu) Brain Function and Brain Dis",433-440,,http://dx.doi.org/10.2147/TCRM.S309662,2007462161,#19708,Wu 2021,,maybe
Cognitive Reserve in Individuals Aging with Traumatic Brain Injury: Independent and Interactive Effects on Cognitive Functioning,Venkatesan U.M.; Rabinowitz A.R.; Bernier R.A.; Hillary F.G. ,"Objective: To examine the influence of 2 temporal factors-age and injury chronicity-on the relationship between cognitive reserve (CR) and cognitive functioning in older adults with chronic traumatic brain injury (TBI). Setting(s): Outpatient research laboratory. Participant(s): Adults, 50 years or older, with a 1-to 45-year history of moderate or severe TBI (N = 108). Design(s): Cross-sectional observational study. Main Measures: CR was estimated using demographically corrected performance on a word-reading test (an approximation of premorbid IQ). Injury chronicity was operationalized as number of years since the date of injury. Composite cognitive scores were computed from performances on neuropsychological tests of processing speed, executive functioning, and memory. Result(s): CR was positively and significantly related to all cognitive performances independent of age, injury chronicity, and injury severity. Greater injury chronicity significantly attenuated the effect of CR on processing speed such that individuals more distal from their injury date evidenced a weaker positive relationship between CR and performance. Conclusion(s): Temporal factors may modify associations between CR and cognition. Findings suggest that the protective effects of CR are temporally delimited, potentially contending with declines in brain reserve. The prognostic value of traditional outcome determinants should be considered in the context of injury chronicity.Copyright Â© 2021 Cambridge University Press. All rights reserved.",2021,/,Journal of Head Trauma Rehabilitation,,"(Venkatesan, Rabinowitz) Moss Rehabilitation Research Institute, Elkins Park, PA, United States(Bernier) Department of Neurosciences, Uc San Diego School of Medicine, San Diego, CA, United States(Hillary) Department of Psychology, Pennsylvania State Unive",,,http://dx.doi.org/10.1097/HTR.0000000000000697,635533056,#19603,Venkatesan 2021,,maybe
Influence of alcohol on early Glasgow Coma Scale in head-injured patients.,"Shahin, Hazem; Gopinath, Shankar P; Robertson, Claudia S","BACKGROUND: To assess the depressant effects of alcohol on the level of consciousness of patients admitted with head injuries, this study examined the changes that occur in the Glasgow Coma Scale (GCS) of traumatic brain injury patients over time., METHODS: The records of 269 head trauma patients consecutively admitted to the neurosurgery intensive care unit were examined retrospectively. Eighty-one patients were excluded because of incomplete data. The remaining 188 patients were further divided into an intoxicated group (blood alcohol concentration [BAC] >= 0.08%, n = 100 [53%]) and a nonintoxicated group (BAC <0.08%, n = 88 [47%]). The GCS in the prehospital setting, in the emergency department, and the highest GCS achieved during the first 24 hours postinjury were compared., RESULTS: The change between emergency department-GCS and the best day 1 GCS in the intoxicated group was greater than the nonintoxicated group and deemed clinically and statistically significant; median change (3 vs. 0) p < 0.001. To assess whether these results were directly related to the BAC%, piecewise regression using a general linear model was used to assess the intercept and slope of alcohol on the changes of GCS with cutting point at BAC% = 0.08. The analysis showed that, in the nonintoxicated range, the effect of alcohol was not significantly related to the changes of GCS. But in the intoxicated range, BAC% was significantly positively related to the changes of GCS., CONCLUSION: This study concludes that the GCS increases significantly over time in alcohol intoxicated patients with traumatic brain injury.",2010,/,The Journal of trauma,69,5,1176-1181,,https://dx.doi.org/10.1097/TA.0b013e3181edbd47,21068620,#9484,Shahin 2010,,yes
